,wave,iid,pid,gender,field_cd,undergra,age,age_o,race,race_o,imprace,imprelig,from,zipcode,goal,income,career_c,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,match,dec_o
1192,4,86,98.0,0,3.0,,22.0,39.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,10.0,,10.0,0,1
1193,4,86,99.0,0,3.0,,22.0,28.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,30.0,30.0,20.0,10.0,10.0,0.0,5.0,8.0,7.0,4.0,8.0,5.0,0,0
1194,4,86,100.0,0,3.0,,22.0,30.0,2.0,6.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,20.0,25.0,25.0,15.0,5.0,10.0,8.0,10.0,9.0,9.0,7.0,8.0,1,1
1195,4,86,101.0,0,3.0,,22.0,22.0,2.0,4.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,40.0,8.0,10.0,12.0,10.0,20.0,9.0,8.0,8.0,9.0,,6.0,0,1
1196,4,86,102.0,0,3.0,,22.0,32.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,30.0,10.0,30.0,20.0,10.0,0.0,6.0,8.0,8.0,8.0,8.0,5.0,0,1
1197,4,86,103.0,0,3.0,,22.0,26.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,7.0,7.0,7.0,6.0,0,0
1198,4,86,104.0,0,3.0,,22.0,27.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,20.0,15.0,25.0,15.0,20.0,5.0,7.0,7.0,7.0,8.0,7.0,6.0,1,1
1199,4,86,105.0,0,3.0,,22.0,25.0,2.0,1.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,8.0,8.0,8.0,7.0,6.0,1,1
1200,4,86,106.0,0,3.0,,22.0,22.0,2.0,3.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,10.0,20.0,35.0,10.0,5.0,20.0,8.0,6.0,7.0,8.0,9.0,1.0,0,0
1201,4,86,107.0,0,3.0,,22.0,21.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,19.0,24.0,21.0,23.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,1,1
1202,4,86,108.0,0,3.0,,22.0,24.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,6.0,8.0,7.0,7.0,5.0,1,1
1203,4,86,109.0,0,3.0,,22.0,25.0,2.0,4.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,8.0,8.0,7.0,8.0,1,1
1204,4,86,110.0,0,3.0,,22.0,28.0,2.0,2.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,8.0,9.0,8.0,7.0,8.0,1,1
1205,4,86,111.0,0,3.0,,22.0,27.0,2.0,4.0,1.0,1.0,"Minneapolis, MN","55,424",2.0,"55,223.00",2.0,20.0,20.0,20.0,20.0,10.0,10.0,5.0,6.0,7.0,4.0,7.0,3.0,0,0
1206,4,87,94.0,0,11.0,,23.0,28.0,2.0,4.0,8.0,10.0,NJ,"7,746",1.0,,9.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.0,7.0,7.0,7.0,5.0,0,0
1207,4,87,95.0,0,11.0,,23.0,26.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,18.0,18.0,18.0,19.0,13.0,14.0,6.0,7.0,6.0,6.0,6.0,6.0,0,0
1208,4,87,96.0,0,11.0,,23.0,26.0,2.0,3.0,8.0,10.0,NJ,"7,746",1.0,,9.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,6.0,6.0,7.0,,,0,0
1209,4,87,97.0,0,11.0,,23.0,29.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,7.0,7.0,6.0,5.0,0,1
1210,4,87,98.0,0,11.0,,23.0,39.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,,10.0,0,1
1211,4,87,99.0,0,11.0,,23.0,28.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,30.0,30.0,20.0,10.0,10.0,0.0,8.0,8.0,8.0,8.0,7.0,4.0,1,1
1212,4,87,100.0,0,11.0,,23.0,30.0,2.0,6.0,8.0,10.0,NJ,"7,746",1.0,,9.0,20.0,25.0,25.0,15.0,5.0,10.0,6.0,8.0,8.0,8.0,6.0,4.0,0,1
1213,4,87,101.0,0,11.0,,23.0,22.0,2.0,4.0,8.0,10.0,NJ,"7,746",1.0,,9.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,6.0,6.0,6.0,,,0,0
1214,4,87,102.0,0,11.0,,23.0,32.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,30.0,10.0,30.0,20.0,10.0,0.0,8.0,6.0,6.0,7.0,4.0,3.0,0,1
1215,4,87,103.0,0,11.0,,23.0,26.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,7.0,7.0,7.0,7.0,8.0,0,1
1216,4,87,104.0,0,11.0,,23.0,27.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,20.0,15.0,25.0,15.0,20.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,0,0
1217,4,87,105.0,0,11.0,,23.0,25.0,2.0,1.0,8.0,10.0,NJ,"7,746",1.0,,9.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,7.0,6.0,7.0,5.0,0,1
1218,4,87,106.0,0,11.0,,23.0,22.0,2.0,3.0,8.0,10.0,NJ,"7,746",1.0,,9.0,10.0,20.0,35.0,10.0,5.0,20.0,7.0,3.0,6.0,8.0,4.0,,0,0
1219,4,87,107.0,0,11.0,,23.0,21.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,19.0,24.0,21.0,23.0,5.0,8.0,9.0,9.0,9.0,9.0,9.0,8.5,1,1
1220,4,87,108.0,0,11.0,,23.0,24.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,10.0,20.0,35.0,20.0,0.0,15.0,7.0,7.0,6.0,6.0,7.0,3.0,0,0
1221,4,87,109.0,0,11.0,,23.0,25.0,2.0,4.0,8.0,10.0,NJ,"7,746",1.0,,9.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,8.0,8.0,7.0,8.0,0,1
1222,4,87,110.0,0,11.0,,23.0,28.0,2.0,2.0,8.0,10.0,NJ,"7,746",1.0,,9.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,8.0,8.0,7.0,9.0,,0,1
1223,4,87,111.0,0,11.0,,23.0,27.0,2.0,4.0,8.0,10.0,NJ,"7,746",1.0,,9.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,6.0,7.0,5.0,5.0,4.0,0,0
1224,4,88,94.0,0,11.0,,23.0,28.0,2.0,4.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,6.0,6.0,6.0,6.0,5.0,0,0
1225,4,88,95.0,0,11.0,,23.0,26.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,18.0,18.0,18.0,19.0,13.0,14.0,6.0,7.0,7.0,7.0,7.0,6.0,0,1
1226,4,88,96.0,0,11.0,,23.0,26.0,2.0,3.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,7.0,7.0,7.0,,,0,0
1227,4,88,97.0,0,11.0,,23.0,29.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,50.0,7.0,20.0,23.0,0.0,0.0,6.0,7.0,6.0,5.0,7.0,6.0,0,0
1228,4,88,98.0,0,11.0,,23.0,39.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,10.0,,10.0,0,1
1229,4,88,99.0,0,11.0,,23.0,28.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,5.0,4.0,5.0,8.0,0,0
1230,4,88,100.0,0,11.0,,23.0,30.0,2.0,6.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,20.0,25.0,25.0,15.0,5.0,10.0,7.0,8.0,9.0,9.0,9.0,8.0,0,0
1231,4,88,101.0,0,11.0,,23.0,22.0,2.0,4.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,8.0,8.0,7.0,,,0,0
1232,4,88,102.0,0,11.0,,23.0,32.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,30.0,10.0,30.0,20.0,10.0,0.0,5.0,5.0,6.0,6.0,7.0,5.0,0,0
1233,4,88,103.0,0,11.0,,23.0,26.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,40.0,5.0,20.0,10.0,10.0,15.0,7.0,6.0,7.0,6.0,7.0,6.0,0,0
1234,4,88,104.0,0,11.0,,23.0,27.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,20.0,15.0,25.0,15.0,20.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,0,0
1235,4,88,105.0,0,11.0,,23.0,25.0,2.0,1.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,30.0,15.0,20.0,20.0,0.0,5.0,7.0,8.0,8.0,8.0,7.0,7.0,0,1
1236,4,88,106.0,0,11.0,,23.0,22.0,2.0,3.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,10.0,20.0,35.0,10.0,5.0,20.0,8.0,10.0,8.0,8.0,6.0,5.0,0,1
1237,4,88,107.0,0,11.0,,23.0,21.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,19.0,24.0,21.0,23.0,5.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,0,1
1238,4,88,108.0,0,11.0,,23.0,24.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,9.0,7.0,8.0,5.0,4.0,0,1
1239,4,88,109.0,0,11.0,,23.0,25.0,2.0,4.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,7.0,6.0,6.0,7.0,0,0
1240,4,88,110.0,0,11.0,,23.0,28.0,2.0,2.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,20.0,20.0,15.0,15.0,5.0,25.0,6.0,8.0,8.0,7.0,6.0,6.0,0,0
1241,4,88,111.0,0,11.0,,23.0,27.0,2.0,4.0,8.0,7.0,NY,"10,514",1.0,"109,031.00",9.0,20.0,20.0,20.0,20.0,10.0,10.0,6.0,6.0,7.0,5.0,5.0,4.0,0,0
1242,4,89,94.0,0,8.0,,27.0,28.0,2.0,4.0,3.0,2.0,Israel,"62,150",1.0,,2.0,20.0,20.0,20.0,10.0,10.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0
1243,4,89,95.0,0,8.0,,27.0,26.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,18.0,18.0,18.0,19.0,13.0,14.0,3.0,5.0,6.0,4.0,6.0,3.0,0,0
1244,4,89,96.0,0,8.0,,27.0,26.0,2.0,3.0,3.0,2.0,Israel,"62,150",1.0,,2.0,10.0,20.0,20.0,22.0,6.0,22.0,6.0,7.0,7.0,7.0,7.0,,0,1
1245,4,89,97.0,0,8.0,,27.0,29.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,7.0,7.0,7.0,5.0,0,1
1246,4,89,98.0,0,8.0,,27.0,39.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,,,0,1
1247,4,89,99.0,0,8.0,,27.0,28.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,30.0,30.0,20.0,10.0,10.0,0.0,9.0,8.0,8.0,7.0,7.0,6.0,1,1
1248,4,89,100.0,0,8.0,,27.0,30.0,2.0,6.0,3.0,2.0,Israel,"62,150",1.0,,2.0,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,8.0,9.0,8.0,7.0,0,0
1249,4,89,101.0,0,8.0,,27.0,22.0,2.0,4.0,3.0,2.0,Israel,"62,150",1.0,,2.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,9.0,9.0,6.0,9.0,2.0,0,0
1250,4,89,102.0,0,8.0,,27.0,32.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,30.0,10.0,30.0,20.0,10.0,0.0,3.0,7.0,7.0,1.0,3.0,2.0,0,0
1251,4,89,103.0,0,8.0,,27.0,26.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,7.0,8.0,7.0,8.0,5.0,0,1
1252,4,89,104.0,0,8.0,,27.0,27.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,20.0,15.0,25.0,15.0,20.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,1,1
1253,4,89,105.0,0,8.0,,27.0,25.0,2.0,1.0,3.0,2.0,Israel,"62,150",1.0,,2.0,30.0,15.0,20.0,20.0,0.0,5.0,7.0,8.0,9.0,6.0,8.0,5.0,0,1
1254,4,89,106.0,0,8.0,,27.0,22.0,2.0,3.0,3.0,2.0,Israel,"62,150",1.0,,2.0,10.0,20.0,35.0,10.0,5.0,20.0,8.0,8.0,8.0,8.0,10.0,,0,1
1255,4,89,107.0,0,8.0,,27.0,21.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,19.0,24.0,21.0,23.0,5.0,8.0,8.0,7.0,9.0,6.0,9.0,4.0,0,0
1256,4,89,108.0,0,8.0,,27.0,24.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,10.0,20.0,35.0,20.0,0.0,15.0,6.0,5.0,7.0,6.0,6.0,4.0,0,0
1257,4,89,109.0,0,8.0,,27.0,25.0,2.0,4.0,3.0,2.0,Israel,"62,150",1.0,,2.0,15.0,10.0,30.0,10.0,5.0,30.0,8.0,10.0,8.0,6.0,8.0,3.0,0,0
1258,4,89,110.0,0,8.0,,27.0,28.0,2.0,2.0,3.0,2.0,Israel,"62,150",1.0,,2.0,20.0,20.0,15.0,15.0,5.0,25.0,5.0,7.0,8.0,5.0,9.0,6.0,0,0
1259,4,89,111.0,0,8.0,,27.0,27.0,2.0,4.0,3.0,2.0,Israel,"62,150",1.0,,2.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,7.0,6.0,6.0,8.0,7.0,0,0
1260,4,90,94.0,0,10.0,,23.0,28.0,4.0,4.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,20.0,20.0,20.0,10.0,10.0,20.0,5.0,6.0,9.0,3.0,3.0,3.0,0,0
1261,4,90,95.0,0,10.0,,23.0,26.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,18.0,18.0,18.0,19.0,13.0,14.0,3.0,8.0,5.0,4.0,5.0,4.0,0,0
1262,4,90,96.0,0,10.0,,23.0,26.0,4.0,3.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,10.0,20.0,20.0,22.0,6.0,22.0,6.0,8.0,7.0,6.0,6.0,,0,0
1263,4,90,97.0,0,10.0,,23.0,29.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,50.0,7.0,20.0,23.0,0.0,0.0,3.0,7.0,8.0,4.0,9.0,5.0,0,0
1264,4,90,98.0,0,10.0,,23.0,39.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,10.0,,0,1
1265,4,90,99.0,0,10.0,,23.0,28.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,30.0,30.0,20.0,10.0,10.0,0.0,6.0,8.0,8.0,6.0,5.0,0.0,0,0
1266,4,90,100.0,0,10.0,,23.0,30.0,4.0,6.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,20.0,25.0,25.0,15.0,5.0,10.0,8.0,7.0,7.0,2.0,4.0,2.0,0,0
1267,4,90,101.0,0,10.0,,23.0,22.0,4.0,4.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,40.0,8.0,10.0,12.0,10.0,20.0,6.0,9.0,9.0,6.0,8.0,6.0,0,1
1268,4,90,102.0,0,10.0,,23.0,32.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,30.0,10.0,30.0,20.0,10.0,0.0,3.0,7.0,7.0,2.0,2.0,2.0,0,0
1269,4,90,103.0,0,10.0,,23.0,26.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,7.0,8.0,5.0,5.0,5.0,0,0
1270,4,90,104.0,0,10.0,,23.0,27.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,20.0,15.0,25.0,15.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0
1271,4,90,105.0,0,10.0,,23.0,25.0,4.0,1.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,30.0,15.0,20.0,20.0,0.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,0,0
1272,4,90,106.0,0,10.0,,23.0,22.0,4.0,3.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,10.0,20.0,35.0,10.0,5.0,20.0,6.0,10.0,8.0,3.0,,4.0,0,0
1273,4,90,107.0,0,10.0,,23.0,21.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,19.0,24.0,21.0,23.0,5.0,8.0,7.0,8.0,8.0,6.0,6.0,2.0,0,0
1274,4,90,108.0,0,10.0,,23.0,24.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,10.0,20.0,35.0,20.0,0.0,15.0,6.0,8.0,7.0,6.0,5.0,3.0,0,0
1275,4,90,109.0,0,10.0,,23.0,25.0,4.0,4.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,15.0,10.0,30.0,10.0,5.0,30.0,7.0,10.0,8.0,6.0,8.0,3.0,1,1
1276,4,90,110.0,0,10.0,,23.0,28.0,4.0,2.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,20.0,20.0,15.0,15.0,5.0,25.0,5.0,6.0,8.0,4.0,,,0,0
1277,4,90,111.0,0,10.0,,23.0,27.0,4.0,4.0,4.0,1.0,P. R. China,"300,151",2.0,,10.0,20.0,20.0,20.0,20.0,10.0,10.0,3.0,8.0,5.0,4.0,5.0,7.0,0,0
1278,4,91,94.0,0,1.0,,25.0,28.0,6.0,4.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,8.0,8.0,5.0,0,1
1279,4,91,95.0,0,1.0,,25.0,26.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,18.0,18.0,18.0,19.0,13.0,14.0,7.0,7.0,8.0,7.0,8.0,7.0,0,1
1280,4,91,96.0,0,1.0,,25.0,26.0,6.0,3.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,10.0,20.0,20.0,22.0,6.0,22.0,8.0,8.0,8.0,8.0,8.0,7.0,0,1
1281,4,91,97.0,0,1.0,,25.0,29.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,8.0,8.0,8.0,9.0,6.0,1,1
1282,4,91,98.0,0,1.0,,25.0,39.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,,,0,1
1283,4,91,99.0,0,1.0,,25.0,28.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,30.0,30.0,20.0,10.0,10.0,0.0,9.0,8.0,8.0,7.0,8.0,8.0,1,1
1284,4,91,100.0,0,1.0,,25.0,30.0,6.0,6.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,20.0,25.0,25.0,15.0,5.0,10.0,9.0,7.0,9.0,9.0,9.0,8.0,0,1
1285,4,91,101.0,0,1.0,,25.0,22.0,6.0,4.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,40.0,8.0,10.0,12.0,10.0,20.0,8.0,7.0,7.0,8.0,,,0,1
1286,4,91,102.0,0,1.0,,25.0,32.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,30.0,10.0,30.0,20.0,10.0,0.0,7.0,7.0,8.0,8.0,10.0,7.0,0,1
1287,4,91,103.0,0,1.0,,25.0,26.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,40.0,5.0,20.0,10.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,8.0,1,1
1288,4,91,104.0,0,1.0,,25.0,27.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,20.0,15.0,25.0,15.0,20.0,5.0,8.0,7.0,7.0,6.0,8.0,6.0,0,0
1289,4,91,105.0,0,1.0,,25.0,25.0,6.0,1.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,8.0,10.0,9.0,7.0,7.0,1,1
1290,4,91,106.0,0,1.0,,25.0,22.0,6.0,3.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,10.0,20.0,35.0,10.0,5.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1
1291,4,91,107.0,0,1.0,,25.0,21.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,19.0,24.0,21.0,23.0,5.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0,1,1
1292,4,91,108.0,0,1.0,,25.0,24.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,7.0,7.0,9.0,8.0,4.0,0,1
1293,4,91,109.0,0,1.0,,25.0,25.0,6.0,4.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,15.0,10.0,30.0,10.0,5.0,30.0,10.0,10.0,8.0,7.0,8.0,5.0,1,1
1294,4,91,110.0,0,1.0,,25.0,28.0,6.0,2.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,20.0,20.0,15.0,15.0,5.0,25.0,8.0,8.0,8.0,7.0,8.0,,1,1
1295,4,91,111.0,0,1.0,,25.0,27.0,6.0,4.0,6.0,8.0,California,"48,895",1.0,"40,409.00",1.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,7.0,8.0,5.0,6.0,6.0,0,0
1296,4,92,94.0,0,9.0,,29.0,28.0,2.0,4.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,8.0,8.0,6.0,7.0,7.0,0,0
1297,4,92,95.0,0,9.0,,29.0,26.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,18.0,18.0,18.0,19.0,13.0,14.0,6.0,6.0,7.0,7.0,4.0,5.0,0,1
1298,4,92,96.0,0,9.0,,29.0,26.0,2.0,3.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,10.0,20.0,20.0,22.0,6.0,22.0,7.0,7.0,7.0,6.0,,5.0,0,0
1299,4,92,97.0,0,9.0,,29.0,29.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,50.0,7.0,20.0,23.0,0.0,0.0,8.0,7.0,8.0,6.0,8.0,9.0,1,1
1300,4,92,98.0,0,9.0,,29.0,39.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,40.0,20.0,15.0,20.0,0.0,5.0,10.0,10.0,10.0,,,,1,1
1301,4,92,99.0,0,9.0,,29.0,28.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,30.0,30.0,20.0,10.0,10.0,0.0,6.0,7.0,8.0,5.0,7.0,7.0,1,1
1302,4,92,100.0,0,9.0,,29.0,30.0,2.0,6.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,20.0,25.0,25.0,15.0,5.0,10.0,9.0,8.0,8.0,7.0,6.0,6.0,0,0
1303,4,92,101.0,0,9.0,,29.0,22.0,2.0,4.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,40.0,8.0,10.0,12.0,10.0,20.0,9.0,8.0,8.0,7.0,,,0,1
1304,4,92,102.0,0,9.0,,29.0,32.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,30.0,10.0,30.0,20.0,10.0,0.0,7.0,8.0,8.0,6.0,8.0,7.0,0,1
1305,4,92,103.0,0,9.0,,29.0,26.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,40.0,5.0,20.0,10.0,10.0,15.0,6.0,6.0,6.0,6.0,6.0,6.0,0,0
1306,4,92,104.0,0,9.0,,29.0,27.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,20.0,15.0,25.0,15.0,20.0,5.0,9.0,8.0,6.0,6.0,6.0,6.0,0,1
1307,4,92,105.0,0,9.0,,29.0,25.0,2.0,1.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,30.0,15.0,20.0,20.0,0.0,5.0,8.0,7.0,8.0,7.0,6.0,6.0,1,1
1308,4,92,106.0,0,9.0,,29.0,22.0,2.0,3.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,10.0,20.0,35.0,10.0,5.0,20.0,6.0,10.0,4.0,4.0,6.0,,0,0
1309,4,92,107.0,0,9.0,,29.0,21.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,19.0,24.0,21.0,23.0,5.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,1,1
1310,4,92,108.0,0,9.0,,29.0,24.0,2.0,2.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,10.0,20.0,35.0,20.0,0.0,15.0,8.0,7.0,6.0,6.0,8.0,2.0,0,0
1311,4,92,109.0,0,9.0,,29.0,25.0,2.0,4.0,1.0,2.0,San Francisco,"94,108",5.0,"21,597.00",7.0,15.0,10.0,30.0,10.0,5.0,30.0,9.0,10.0,8.0,6.0,8.0,3.0,1,1
